Name,Comment,Date
shih tzu faced,"Sad that Maserati have been reduced to this. I know, they have to make them to survive, SUVs are what people want etc etc. I’m not even a hater of SUVs; the Macan, Lexus UX, Alfa Tonale, Mazda CX30 all spring to mind as quite nice cars but this is a hideous, enormous mess. Looks like it weighs about 5 tonnes, and ground clearance seems laughable. Dashboard is a horrible tech fest and the seats don’t exactly look inviting either. Apart from that though, great!Gutting for me because I love a lot of the older Maseratis; Ghibli, Indy, Bora, Khamsin, Merak, 3200GT…","March 24, 2022"
A_K,The perfect car!!! For proving beyond doubt there are people who’ll buy based only on the badge they get as a result.,"March 25, 2022"
barrycoupe,"They can’t keep the fact this is basically another version of the Stelvio quiet for too long. And yes, what a disappointing design!","March 26, 2022"
Rozzers,"I quite like it, and as for looking a bit like a Puma, have you seen the latest Macan from the front?","March 27, 2022"
theplayingmantis,"Nick Pappagiorgio said:Maser account on facebook has a couple of nicer shades. Loving the bronzey-gold metallic.....Having said that....despite me liking the Alfa Tonale but eagerly waiting for the Grecale, I'm now leaning back to the Tonale as a better lookerEdited by Nick Pappagiorgio on Tuesday 22 March 15:05still looks s**t! especially the 2nd pic, like some sort of early 2000's motability french MPV, or that old persons car the good top gear built.Anyone who thinks this looks good, I'd hate to see your wife/husband/partner/significant other","March 28, 2022"
anonymous-user,"theplayingmantis said:Nick Pappagiorgio said:Maser account on facebook has a couple of nicer shades. Loving the bronzey-gold metallic.....Having said that....despite me liking the Alfa Tonale but eagerly waiting for the Grecale, I'm now leaning back to the Tonale as a better lookerEdited by Nick Pappagiorgio on Tuesday 22 March 15:05still looks s**t! especially the 2nd pic, like some sort of early 2000's motability french MPV, or that old persons car the good top gear built.Anyone who thinks this looks good, I'd hate to see your wife/husband/partner/significant otherIt does look a bit st considering what it is, I'm certainly no fan. But your point on peoples partners is a bit odd, what the hell does that have to do with anything","March 28, 2022"
stuckmojo,"Isn't this just an Alfa Stelvio, but more expensive and less good looking?","March 28, 2022"
Wills2,"Vidarr said:It does look a bit st considering what it is, I'm certainly no fan. But your point on peoples partners is a bit odd, what the hell does that have to do with anythingHe's questioning their taste in terms of what they find attractive.","March 28, 2022"
SWoll,"Wills2 said:Vidarr said:It does look a bit st considering what it is, I'm certainly no fan. But your point on peoples partners is a bit odd, what the hell does that have to do with anythingHe's questioning their taste in terms of what they find attractive.So based on the poster in question including the Dodge Charger in his fantasy garage are we to assume he fantasizes about loud, brash, heavy, Amercian women that are ultimately disappointing once you get inside them?Back to the Maserati, it is a little dull to look at but lets be fair here that is a problem that plagues the sector with Jaguar, Porsche, BMW, Audi atc. all guilty of it and other manufacturers like Bentley/Lamborghini going in the opposite direction with cars I would describe as ""challenging"" in the Bentayga and Urus.","March 28, 2022"
urquattroGus,"SWoll said:So based on the poster in question including the Dodge Charger in his fantasy garage are we to assume he fantasizes about loud, brash, heavy, Amercian women that are ultimately disappointing once you get inside them?Back to the Maserati, it is a little dull to look at but lets be fair here that is a problem that plagues the sector with Jaguar, Porsche, BMW, Audi atc. all guilty of it and other manufacturers like Bentley/Lamborghini going in the opposite direction with cars I would describe as ""challenging"" in the Bentayga and Urus.","March 28, 2022"
1974foggy,Hyundai and Kia make better looking SUVs,"March 30, 2022"
ettore,"1974foggy said:Hyundai and Kia make better looking SUVsThere are a number of perfectly decent looking SUV’s - pretty much all of JLR’s output, Macan, Stelvio and a number of US, Japanese and Korean wagons.This issue here is that it’s exceptionally dull looking and could have been released 10+ years ago. This is Maserati!","March 30, 2022"
CDP,"ettore said:1974foggy said:Hyundai and Kia make better looking SUVsThere are a number of perfectly decent looking SUV’s - pretty much all of JLR’s output, Macan, Stelvio and a number of US, Japanese and Korean wagons.This issue here is that it’s exceptionally dull looking and could have been released 10+ years ago. This is Maserati!True.The car isn't ugly by any means; it's completely forgettable which is far worse.The Alfa SZ is truly ugly but who doesn't love it?","March 31, 2022"
theplayingmantis,"SWoll said:So based on the poster in question including the Dodge Charger in his fantasy garage are we to assume he fantasizes about loud, brash, heavy, Amercian women that are ultimately disappointing once you get inside them?Bryn is that you?!?A fair analogy!","April 03, 2022"
