Name,Comment,Date
edit,"No, 2 months and something. It is about february this year","April 4, 2023"
EDZ,"Just had phone call. !! Car all repaired and out being ceramic coated PPF etc. Finally collecting the car this Saturday 😊 Do hope the very long wait, all the delays and frustrations will be worth it and it lives up to my expectations. 🤞","April 5, 2023"
1stMaserati,"Send pics!!!!!!!!!Hope you enjoy the ride home!!! As you also came from a Macan, I think the Grecale just exudes style and grace inside and out. Plus the trofeo should have more kick than a GTS.","April 5, 2023"
Tony Mac,Only 3 more Sleeps before you get the keys 👍Looking forward to hearing your thoughts comparing the Trofeo & Macan,"April 5, 2023"
TF007,@EDZnice. Looking forward to your first report with pictures,"April 6, 2023"
1stMaserati,@EDZdid it arrive?,"April 9, 2023"
EDZ,"Hi 1stMaseratiYes collected the car Saturday and was out having a good drive yesterday. Will post more about it once my son transfers me the pictures he took as I only have the one at present in day light, and a couple of the car greeting me at night 😎 Do like the way the door handles light up and when opening the door a glow of ultra violet and a large projected Trident so as you don't forget what you are getting into. 🤣","April 10, 2023"
EDZ,Sorry these two pics dropped off the post somehow 🤦‍♂️,"April 10, 2023"
Tony Mac,Looking fantastic - Perfect colour for Easter 🐣,"April 10, 2023"
edit,"Absolutely beautiful.This yellow was what I wanted for my Modena but now they are asking over 10.000 euros for it.Btw, this trident projection is also on the poor man's Grecale (read it as Modena))) ) or only for Trofeo?","April 10, 2023"
EDZ,"The car is not plain yellow, it's in the giallo couse Fuoriserie rang. It's amazing as the light and sun catches it there is a blue subtle matallic flake in it and then highlights of changing color as the sun picks out higher parts on panels etc, hard to catch on camera. Believe it or not its 21.5k extra on the UK configurator now 😮The trident projected light was a tongue in cheek comment as there is so many Maserati badges etc. just as if you needed to be reminded yet again what you are driving, nice touch though 😂🤣😂","April 10, 2023"
1stMaserati,Excellent!!!! Hope all of the ”weird moments” over the past months now forgotten with the joy of the vehicle being in your possession!!!! ENJOY!!!!!!!!!!,"April 10, 2023"
TF007,Stunning! Very beautiful. Congratulations@EDZ.You will have a lot of fun with your car.It should be possible to retrofit the projected logo (soon). This is also available for other series.,"April 11, 2023"
elchiki,I have just ordered my Grecale Trofeo today !😃😃 🚘Grey lava outside and red inside. Delivery should be end of June. 8.2 % discount.,"April 18, 2023"
EDZ,"Congrats on your orderThere was a discussion with regards to discount and delivery in an earlier thread in this post. It appears to only be Switzerland that seems to get discount, but as the post said to be on par with other European buyers on price you would need to achieve a discount around 20% to be in line, as Swiss prices are way way above the rest of Europe. Good luck and hope such a short delivery time pans out for you.","April 19, 2023"
GrecaleQVTrofeo,"Well, elchiki wroteend of June, but he did not mention the year.","April 19, 2023"
EDZ,"🤣😂🤣I suppose it could be a car the dealer had on order anyway and not a personal spec car, as it's a minimum of 16 weeks from order to build complete and at dealers, at best. But average delivery times in UK are 6-8 months roughly now, obviously depending on your personal spec.","April 19, 2023"
elchiki,"For Switzerland, it is 1^st class service 😂😂","April 19, 2023"
edit,"Did you guys looked on this forum to see the transformation of the forum that begin around 1st of April?There is nothing else than technical complains only.My car entered production on 17th of April and after 3 full weeks the status is the same. So it is clear for me there are technical issues as a car production is tipically one week.As much as I love this car, it is a complete stress for what will follow and that is taking all the joy from me. My wife was against it and always is asking me why we did such a mess with our money.It is clear it will have technical issues, but what stress me the most is going in a trip and car beeing completly dead and refusing to work. My wife will ask for divorce))))).Next summer we will do a car trip of over 4000km and of course we will do it with the 2 years old Audi A6.But still we have some 'short' trips allready planed here in the country of 500, 700, 250km that we will do it hopefully with the Grecale and allready I'm stressed about it.Meanwhile I asked my dealr for the invoice and I paid the Modena in full 2 days ago","May 6, 2023"
EDZ,"Hi edit.What you should bare in mind is ! One of the majority reasons owners join any forum is the fact they have a problem or issue with their car and start to do internet research, this happens with every manufacturer. Just look at how many have joined this site recently for that very reason, because they have an issue or want to air their anger at the manufacturer. So you will always see and read many issues with cars on forums in the early days/months/years of release, but a good platform for such. Once the membership grows over the years and the car gets known these will become less. Considering how many cars are made or have been made, a forum is not really a place to get best averages, owner members probably only make up aprox 30% of this site. I feel for everyone that has issues or problems but there is also many out there including myself that so far have had no problems whatsoever with the car and probably many more of those that are not forum members. Some of the issues I have read have also been due to owners not even understanding their own car as of yet, covered in the hand book or something not even spected on purchase, and some are just niggles they don't like, just as you get with every different make of car. And some issues derive from poor dealer backup, know-how and after care, many of whom really don't know the Grecale as of yet and are more interested in sales (profit margins).Looking forward to your pic's on collection, which sounds like it's not far off.","May 6, 2023"
TF007,"edit said:Did you guys looked on this forum to see the transformation of the forum that begin around 1st of April?There is nothing else than technical complains only.My car entered production on 17th of April and after 3 full weeks the status is the same. So it is clear for me there are technical issues as a car production is tipically one week.As much as I love this car, it is a complete stress for what will follow and that is taking all the joy from me. My wife was against it and always is asking me why we did such a mess with our money.It is clear it will have technical issues, but what stress me the most is going in a trip and car beeing completly dead and refusing to work. My wife will ask for divorce))))).Next summer we will do a car trip of over 4000km and of course we will do it with the 2 years old Audi A6.But still we have some 'short' trips allready planed here in the country of 500, 700, 250km that we will do it hopefully with the Grecale and allready I'm stressed about it.Meanwhile I asked my dealr for the invoice and I paid the Modena in full 2 days agoClick to expand...There are teething problems yes, but I have driven more than 8000 kilometers and have not had a single problem so far.In this respect, I would not worry too much and you have warranty in any case.","May 12, 2023"
WarrenB,"While I agree in principal, the issues raised on this forum show a trend which is helpful in diagnosing issues. My car has many of the key and key beeps issues a lot of others have raised which I have fed into my service center to help resolve the issues and what it does highlight is that it’s a systemic problem rather an isolated problem with my car. It’s been in the service center for 3 weeks now and Maserati are trying to resolve the issues remotely without any luck so far.The number of different issues does show the lack of testing done and I get the impression that Maserati rushed the car out to get ahead of the launch of the new Cayenne and Macan updates. I didn’t spend $100k to be a beta tester.","May 12, 2023"
edit,Had a short conversation 2 days ago in trafic with some Grecale Modena owner and he said no mechanical and electronic issues at all. I asked 2 times to be sure that he understood the question10.000km had the car allready,"May 13, 2023"
edit,"So, it seems mine is ready and will be collected today or tomorrow if all will go smooth.If again the transport and preparation will go easy, I will have it at the end of the next week. In 15 days from now, we will have a 240 miles trip and some first thoughts will be available","June 7, 2023"
EDZ,Good news edithope all goes well for you and your enjoying your car real soon.,"June 8, 2023"
edit,"Delivered today.Already did some 85 miles and I'm very pleased.Looks perfect, drives perfect.The first 10 miles where horror as it is a complete different car compared with sedands I'm used with.But slowly I started to accomodate with it and I'm feeling like I'm driving it since monthsThe first 10-12 miles where city driving and the rest highway.I was pushing it 90-110mph always and combined with city driving and also having in mind the highway driving was constantly uphill (from 200ft altitude to 1700ft altitude), the return is 17mpg.I'm still learining how to lock this car)))Also, this car is not child friendly...the isofix is burried somewhere and it is difficult to hang the child seat...I will destroy the leather in that area.Also, maybe you will check how it is yours. You are puting the car in Aero 1, you are modifing the driving mode and when you will return to previous driving mode, the car will go to normal height position. As a matter of fact, when you switch the driving mode, the height of the suspension goes to normal position.The braking pedal is too soft for my liking. You need to push alot to brake.Completely different compared with Audi A6...I'm not sure if it was soft also with 5 series. But as far I remember, yes.I know when I bought the A6 I had the feeling it is too hard and it was braking hard after few mm pushing compared with 5 series and it was difficult to adapt also.","June 25, 2023"
EDZ,"Congrats edit on collecting your new Modena, nice looking carEnjoy your new ride.","June 23, 2023"
italia,Congrats edit!Beautiful. The best color for a Maserati. Excellent observations about first drive - looking forward to your and everyone's ongoing experiences and feedback,"June 23, 2023"
edit,"Did another 35 miles, only twisty roads, uphill, downhill, hairpins.It drives beatiful and the people respect it on the road.Can you help me guys how to acces trip computer B?I'm going down/up with the arrows from the left side if the steering wheel and only trip computer A is shown.Also, is there any drivers profile that can be set? I want to switch between my setting and my wife setting.Maybe you will have time to chech yours. I'm putting the car in confort, aero 1, sport suspension button. Switching to GT, it is going to normal height and without sport suspension. Going back to Confort it is not remember that I was in Aero 1 and sport suspensionRegards","June 24, 2023"
EDZ,"edit said:Did another 35 miles, only twisty roads, uphill, downhill, hairpins.It drives beatiful and the people respect it on the road.Can you help me guys how to acces trip computer B?I'm going down/up with the arrows from the left side if the steering wheel and only trip computer A is shown.Also, is there any drivers profile that can be set? I want to switch between my setting and my wife setting.Maybe you will have time to chech yours. I'm putting the car in confort, aero 1, sport suspension button. Switching to GT, it is going to normal height and without sport suspension. Going back to Confort it is not remember that I was in Aero 1 and sport suspensionRegardsClick to expand...Hi edit.You should have a separate ""Maserati Intelligent Assistant"" hand book, this book covers how to with regards to Trip A ans B changing. Yes you can set different profiles again in same book. Bit long winded to write it all on a post. It will take a while to get your head around all the settings as I found, plenty of playing with Hud and plenty of reading. Good luck.","June 24, 2023"
WarrenB,"There is a setting in the Infotainment to enable Trip B.Driver profiles for seat position or individual profiles for drive mode, suspension settings?There are no individual drive mode profiles.Driver profiles for seating etc can be programmed in the Infotainment and can be programmed against the keys, but it doesn’t work with the proximity sensor. It only works when you press a key button.you should definitely read the manual and all of it as functions are often described in one section and then elaborated on in another section without any referral details. Good luck with the read. It’s one of the hardest books I have ever read as it’s been created by an Italian who speaks English so I found myself having to read things over and over.","June 24, 2023"
edit,"I will not insist about the things thst are fantastic with this car l, as allready were spoken by others, but only on what could have been better from my perspective.For our country, it is more logic that refuelling to be on the right side of the car.The truck it is not enough with 535 liters. At least not for me.I have touch screens commands also on A6. When you are pushing a button, it vibrates like you are pushing a real button. This distractes you somehow, as you need to concentrate yourself. On the other hand, on the Grecale it is too sensitive. I really dont remember when I started my seat heating when driving..only felt the seat started to burn. Probabily the best solution is in between this 2 cars.The fan of the AC is a little bit noisy. Anyhow, the AC is colling the car 3 times better than in the A6.This car is not built to accomodate a child seat. You can accomodate but at the expense of destroying the leather on that area. This is what will happend with mine.The tow hitch is a complete joke. It is not electric deploiment, not even mechanic deployment. You have the hitch in your truck and you have to manually put it under the car. You have keys to remove the hitch, keys that you cand loose it, it seems difficult and dirty job.The insulation could have been better. I have insulated windows, but still it is a lot of noise inside the cabin.The fuel tank is tooo small. At least 2-3 gallons extra could give you more confort.Today we will have 120miles trip back home, all type of roads. Leets see what is to be added.","June 25, 2023"
italia,Hey guys. Took delivery of a new Grecale Trofeo today. Color is Grigio Cangiante - pics don't do it justice. It's joining my wife's '20 Ghibli in the driveway. Rained on the way home so really excited to get it out tomorrow in better weather. Glad to be part of this group!,"June 20, 2023"
EDZ,"Welcome to the forum.Congrats, nice looking TrefeoYou wont be disappointed had mine for going on 3 months now still enjoying it very much. The car has been great no issues or problems whatsoever.Enjoy your new ride","June 20, 2023"
Trident,"Welcome to the forum@italiaand congratulations getting your Grecale! What are you initial thoughts on it so far? Also, how long have you and your wife had your Ghibli? Since new?","June 20, 2023"
italia,"Thanks! Drove it home from the dealer after 5pm yesterday in rainy rush hour traffic, so couldn't tell much. And it's raining this morning. However, the test drive was dry and it drove really well - not as sensitive or quick of steering at low speed as the Alfa Stelvio Quadrifoglio that we test drove, but the Grecale is a couple of levels above the Alfa in luxury and tech.Yes, my wife got her Ghibli new in early '21. Have had no issues with it","June 20, 2023"
edit,Glad to hear about happy members.Had my comfirmation today. My Modena is ready to be picked up from the dealer.But I have to wait until Thursday to have the provisional nameplates released.It was only 4 months waiting for me.I will come also with my honest opinion.,"June 20, 2023"
EDZ,"I know there are a few on here with orders placed and waiting for their cars and curious as to when delivery maybe, as very little information on progress or news comes from dealers.So thought I would start a new post for people to post any news about their order status to give any info for others waiting. May be post when you ordered, roughly where you are based, estimated delivery date, model and any other update info received. Or if you are a lucky one when you picked it up.I will start: Based in UK, ordered beginning of April, estimated delivery mid October Trefeo Primasirie. Latest info should have car sometime this month. 🤞Hopefully by posting your info it will give others more of an idea of what is going on, I know we have one lucky member already received their car.Thanks.","June 8, 2023"
EDZ,"Another slap in the face today. Just had call from my dealer and the car is again delayed and will now apparently not be here until mid December earliest, might as well have said not until 2023. 🤨 Apparently build delay's mainly on right hand drive cars as far as I'm aware, yet I was told the car went into build beginning of August !!! someone is not telling the truth...............🙄","November 3, 2022"
Modenacanada,Same here. Got a call from my Canadian dealership. Was intitially told October. Now they are telling me mid to late December. It seems like 2023.....,"November 4, 2022"
EDZ,"Thanks for the reply ""Modenacanada"" So obviously not just right hand drive cars delayed. I'm sure they will turn up eventually and yes I'm thinking 2023.","November 5, 2022"
Jean,Warte auch schon seit August auf meinen Trofeo Primaserie in luxemburg,"November 12, 2022"
EDZ,"ThisThanks for posting. Many of us in the same boat at present, let's hope they start to show soon. 👍","November 12, 2022"
schoenthalpeter,"Hi. Waiting on my Trofeo since early september. Promised for November, but may also be February :-(. Very little info (and not accurate) from the dealership here to (but to be honest: I don't call every week to ask where my car is...). Switzerland.","November 13, 2022"
EDZ,"Welcome to the forum.Yes, as you say very little info and never accurate. I also don't contact the dealer every week, I contact the dealer when I was told by them a date the car should approximately arrive, then I'm told another couple of months, that's the frustrating thing, just a little more info and update occasionally would be good.","November 14, 2022"
David,"EDZ said:I know there are a few on here with orders placed and waiting for their cars and curious as to when delivery maybe, as very little information on progress or news comes from dealers.So thought I would start a new post for people to post any news about their order status to give any info for others waiting. May be post when you ordered, roughly where you are based, estimated delivery date, model and any other update info received. Or if you are a lucky one when you picked it up.I will start: Based in UK, ordered beginning of April, estimated delivery mid October Trefeo Primasirie. Latest info should have car sometime this month. 🤞Hopefully by posting your info it will give others more of an idea of what is going on, I know we have one lucky member already received their car.Thanks.Click to expand...Hi I placed an order for a RHD Moderna from a London showroom in July and had an update over the weekend to confirm that the car is still on schedule to be delivered in January.","November 21, 2022"
Trident,Welcome to the forum@David! Good to hear you got an update about your Grecale. How did you spec it?,"November 21, 2022"
David,"So I have chosen Grigio Lava with Nero seats, Giallo stitching, yellow callipers plus sunroof and privacy glass. Can’t find any pictures online of a Moderna in Grigio Lava but the promo film shot in Rome looks like one of the cars is Grigio Lava.","November 21, 2022"
EDZ,Hi David and welcome to the forum.Thanks for the update and nice to hear from another RHD buyer from Britain which is obviously of much interest to myself as we appear to be in the same boat. Last update I had a couple of weeks ago was that my car should arrive early to mid December. But I'm kind of not expecting it till 2023 as the last two dates for delivery given of October and then mid November have come and gone.,"November 22, 2022"
EDZ,Nice comboby the way,"November 22, 2022"
TF007,"@DavidWelcome!Mine is painted in Grigio Lava. Love the colour! Have a look:Grecale Owners ImpressionsLast Friday I picked up my new Maserati Grecale Modena at the dealer. The handover was great and I was stunned by the vehicle in real life. I am impressed in all aspects with this beautiful vehicle. My impressions so far: Look Subjective, but for me the most beautiful SUV on the market. The...www.grecaleforum.com","November 25, 2022"
David,Great review and so good to see pictures of a Modena in Grigio Lava. Can't wait for delivery in January and to start seeing this elegant car on the road.,"November 25, 2022"
mbo222,"Based in Indiana, USA.Sigh. Placed order in June for a trofeo. Dealer has no clue as to arrival....was to be mid Nov.","November 25, 2022"
EDZ,"Thanks for posting mbo222. I have just had another update from my dealer and as expected another delay not arriving next week. Thats 5 different delivery dates given over the last five months so far and still no sign of the car, apparently end of December now. I told my dealer only now contact me when the car has left the factory and on it's way or when it is at your dealership, as I will just take it the car will be here sometime in 2023.","November 25, 2022"
UKTrofeo,"I live in the UK and have a Trofeo (not Primaserie) on order. Originally it was meant to arrive week 47 2022 but now postponed to week 52! Dealer mentioned that Maserati are doing significant quality control checks which is causing the production line to be shut down and hence delayed. Seeing some of the comments here about new cars already having to go back for updates does give a bit of concern.However, I visited the dealer yesterday and their first 2 Grecale’s have now arrived in last few days - no Trofeo’s though. Good to see cars starting to arrive (apparently 25 now arrived in UK). My dealer indicated that he should have 25 Grecale’s delivered by the end of the month, despite Christmas!","December 6, 2022"
EDZ,"Welcome to the forum and another UK member.Yes they are now arriving but like you not mine. I am a little frustrated and annoyed considering I ordered a Trofeo Primaserie in April this year, and according to Maserati advertising ""qoute"" ""Be the first to own before anyone else"" by ordering a Primaserie and mine not even here yet, what utter bull shite from the manufacturer, and Trofeo's for sale on Auto Trader now.","December 6, 2022"
EDZ,"Just had a phone call from my dealer, can't believe what Iv'e just been told, yet another delay and not to expect my car before February 2023 but more than likely beginning of March 2023 😒 but still no actual confirmed date for arrival. To say I had a few choice words to air with them is an understatement, but hats off to the manufacturer and dealer with a better customer relationship response this time and for now what they have done and given has soften the blow a little, but they still have a little work to do to reinstate my confidence and trust in them, lets wait and see what happens next.","December 16, 2022"
UKTrofeo,"Oh no! That’s no good. I’ve just phoned my UK dealer and on their system my car is still showing as week 52, but I guess there is a good chance mine is going to be further delayed as well. Did they give any reason for the delay?","December 16, 2022"
EDZ,"To be honest I think I have had every excuse in the book since ordering. This time Iv'e been told it's to do with the specialist colour finish which is done out of house, and it's them that are having problems. So you may still be lucky and get yours, will be interesting if you don't then I will know if what Iv'e been told is true or not. Good luck","December 16, 2022"
Modenacanada,Wow. I'm sorry to hear that. My dealer has called and told me the car arrives in his dealership next week.,"December 20, 2022"
UKTrofeo,"Just had an update from my dealer and surprise surprise my car is not going to arrive next week. Now pencilled in for week 3, ie mid Jan. Only slightly positive news is that it has moved a little along the production line. But honestly how long are these going to take to arrive? No Trofeos arriving in the UK this year.","December 21, 2022"
EDZ,I hope that pans out OK for you. Don't forget to let us know and post some pic's. Good luck.,"December 21, 2022"
EDZ,"Sorry to hear that, but kind of telling me what I was told may not be trueDid they give you any reason for your delay ?","December 21, 2022"
UKTrofeo,"No. They said they have no idea. Previously they told me that extra quality control checks are being made and cars being pulled of the production line to do this, slowing production down a lot.","December 21, 2022"
TF007,@EDZI am really very sorry about that. This takes away the excitement and it is simply untenable. The Prima series should be the first to be delivered. Hope it arrives shortly.,"December 22, 2022"
EDZ,Thanks. I trust you are still enjoying yours and all is going well.,"December 22, 2022"
TF007,@EDZYes I am still happy. Nothing negative to report so far.,"December 22, 2022"
UKTrofeo,So potentially some more positive news. My dealer contacted me to say that my car is now progressing quite quickly through the production line - the production line codes have now increased 3 times this week. And the date of delivery has remained at week 3 (ie mid January). The dealer is now pretty confident it will arrive then. We shall see.,"December 23, 2022"
EDZ,I wish you luck that it pans out. Unfortunately that has been said three time to me already and the last one being the fourth time that never happened was in writing (email). But I guess our cars will arrive eventually sometime in 2023.,"December 24, 2022"
UKTrofeo,Has your dealer given you the production codes for your car? Mine has moved from 20 to 50J,"December 24, 2022"
EDZ,"To be honest Iv'e stopped asking. As in July this year I was told my car was at status 20 and slowly moving along production line. Nearly six months later I'm told having trouble with paint finishso I personally take status codes with a pinch of salt. Sorry I don't wish to be a party pooper but I have as Iv'e said before had every excuse in the book why it has not yet arrived. All Iv'e ever wanted is honesty from the manufacturer, even the dealers are getting frustrated, they are obviously taking the flake by just passing on what they have been told.","December 24, 2022"
UKTrofeo,Well I’m trying to be optimistic. The dealer has had a number of GTs and Modenas delivered so are aware of the broad way that the production codes have progressed for cars that they have had delivered recently. If your car has reached production code 50f a while ago then certainly I would be less confident. Mine was on code 20 for months. I’m guessing that right hand drive Trofeos have been a bit of an issue for Maserati hence the delays. However a paint finish issue would affect Modenas and GTs as well. Mine is a different colour to yours. We will see if there are further delays pretty soon!!!,"December 24, 2022"
EDZ,"Unfortunately my optimism has been knocked several times, but I still smile and hold on to some hope that it will turn up soon. The Trefeo Primaserie is a specialist four coat colour finish under the fluorecie program (according to the price list I have a 15k extra) and not done on normal production line run as other colours listed. The car is pulled from line and painted else where apparently, so does not follow the same line production run schedule as all other cars, hence what I was told last update. As you say will be interesting to see what they say in the new year, my dealer is far more optimistic for the Q1 delivery but will no longer say he is confident. 🤣 All the best, and have a great Christmas.","December 24, 2022"
UKTrofeo,I’ve now been given a specific delivery date of 21 January. We shall see 😉,"January 5, 2023"
EDZ,"Pleased for you, better news as being given a specific date is far more promising 🤞 hope it all works out this time. Good luck and keep us all posted.","January 5, 2023"
UKTrofeo,"My dealer called with another update. The date has remained at 21 January and the production code has moved on to 85 which means the car has been completed, just undergoing final checks before being dispatched. My dealer said that their first Trofeo arrived this week and mine would be their second. I’m crossing my fingers!!","January 12, 2023"
EDZ,"Good newssounds very promising for you and you must be getting excited, not long now.","January 12, 2023"
UKTrofeo,My car has been dispatched by the factory. Arrival date at Uk dealer next Tuesday (hopefully),"January 18, 2023"
EDZ,"I had a similar phone call from my dealer a couple of days ago. Our cars maybe on the same transporter, I asked them to send a photo when it arrives and I will believe itguess I've had so many dates given and not met that I will only believe it when I see itBut positive news for us both","January 19, 2023"
jalough,Has anyone taken delivery in the US? Ideas on time once it is on the boat? Thanks!,"January 19, 2023"
Trident,"@edStook delivery of his Grecale, but his broke down on him.Total BreakdownWell Day 10 of ownership was eventful and definitely one of the most terrifying experiences of my life. My new Grecale totally completely shut down on the highway in Atlanta rush hour. I was blocking 2 lanes of traffic when it completely died after a pop/boom in the engine. Grecale owners let me...www.grecaleforum.com","January 19, 2023"
UKTrofeo,Mine arrived at the dealer today!!! 😀 Its currently being prepped for me to collect on Thursday..,"January 23, 2023"
EDZ,"Great news 🙂, been a long time coming. You must have a smile on your face from ear to ear 😊 Hope all goes well for your collection on Thursday and don't forget to post a couple of collection day pic's. 📸","January 23, 2023"
1stMaserati,Definitely post some pictures and your impressions!!!!!,"January 24, 2023"
1stMaserati,Sorry to hear@EDZ! As a consolation: I think it is worth the wait!,"January 25, 2023"
UKTrofeo,At last I’ve got it! Only driven it back from the dealer so far. But definitely a thumbs up! Will report more as I drive it. I like the special red detailing on the Trofeo and Maserati badges - matches the brake callipers and stitching.,"January 26, 2023"
1stMaserati,Excellent!!!!!! Enjoy.,"January 26, 2023"
EDZ,"CongratsStunning looking Trefeo, enjoy your new ride. 😎 I'm still waiting eleven months on 😕","January 26, 2023"
1stMaserati,@EDZyou day in the sun will come!!! What color is yrs again?And I forgot to say that yes I really like the blue and interior@UKTrofeo,"January 26, 2023"
EDZ,"Hi 1stMaseratiThe ironic and frustrating thing for me is and mentioned and qouted in other posts !!! I ordered a Trefeo Primaserie launch addition back in March 2022 just after Maserati's world wide launch of the Grecale. Maserati advertising such""Be the first to own before anyone else""Yet here I am 11 months on watching standard Trefeo's arriving in the UK over the last couple of months and GT and Modena's arriving since October 2022 and still no Trefeo Primaserie's arrived, also most of the cars that have arrived in the UK were ordered in or after July 2022. I'm currently waiting an update as to current position as yet another delivery date (which makes seven now) has not been met again this week. The actual colour is Giallo Corse in the Fuoriserie programe.RegardsEDZ","January 26, 2023"
UKTrofeo,The interior leather is much darker black but my phone made it look grey! Looks better in person and the red stitching pops.I’ve just had a 90 min drive-very impressed so far. Looking forward to pushing the nettuno a lot more,"January 26, 2023"
UKTrofeo,Yes it’s been a frustrating wait. I’ve just checked and I put my original deposit on the Grecale in January last year.,"January 26, 2023"
Tony Mac,Looks fabulous 👍👍,"January 27, 2023"
edit,hello everyone?did you get any discounts when you ordered the car?,"January 27, 2023"
EDZ,"Welcome to the forum edit.It's been virtually impossible to get discounts on any new cars for the last couple of years, due to supply and demand. Manufactures have been struggling to get parts linked with the semiconductor shortages and just can not produce the amount of cars required for the market. Add to this that the Grecale is a brand new model and orders are buoyant, they have no need to discount, plenty of customers in the queue. You may be lucky and get something thrown in but don't hold your breathI'm sure as the parts shortage and semi conductor issues slowly subside, linked with the current bad global economy figures, the rise in cost of living and energy costs, demand will ease and maybe a little discount will return, but not for a while yet. IMO, anyone that has got a discount would had been a very, very lucky customer or an employee of the dealer or manufactureGood luck.","January 27, 2023"
Tony Mac,"Collected our Grecale Modena today from Maserati Shirley, West Midlands, and very impressed with the car.Looks fabulous and Drives well - light precise steering, smooth gearbox, comfortable, great performance from the 2L engine.The technology / Sat nav / driving interface is quite daunting - but pretty straightforward once you get the basics and just start playing. The auto-dipping headlights are brilliant - just leave on High beam and they take care of themselves 👍Salesperson originally told us the Grecale didn’t have Seat position memory options - it does 👍Will post more info","January 27, 2023"
Tony Mac,,"January 27, 2023"
EDZ,"Tony Mac said:Collected our Grecale Modena today from Maserati Shirley, West Midlands, and very impressed with the car.Looks fabulous and Drives well - light precise steering, smooth gearbox, comfortable, great performance from the 2L engine.The technology / Sat nav / driving interface is quite daunting - but pretty straightforward once you get the basics and just start playing. The auto-dipping headlights are brilliant - just leave on High beam and they take care of themselves 👍Salesperson originally told us the Grecale didn’t have Seat position memory options - it does 👍Will post more infoClick to expand...Congrats Tony, another great looking carEnjoy your new ride","January 27, 2023"
elchiki,"EDZ said:Welcome to the forum edit.It's been virtually impossible to get discounts on any new cars for the last couple of years, due to supply and demand. Manufactures have been struggling to get parts linked with the semiconductor shortages and just can not produce the amount of cars required for the market. Add to this that the Grecale is a brand new model and orders are buoyant, they have no need to discount, plenty of customers in the queue. You may be lucky and get something thrown in but don't hold your breathI'm sure as the parts shortage and semi conductor issues slowly subside, linked with the current bad global economy figures, the rise in cost of living and energy costs, demand will ease and maybe a little discount will return, but not for a while yet. IMO, anyone that has got a discount would had been a very, very lucky customer or an employee of the dealer or manufactureGood luck.Click to expand...Yes, I am right now discussing seriouisly for the purchase of my Grecale and discount are between 10 and 13 %.( 100 % cash payment)","February 1, 2023"
Tony Mac,"Couldn’t negotiate a discount here in the UK, as the Grecale is only just being launched at most dealerships.Purchased ours cash - tried to negotiate but no discount - in fact they prefer Credit buyers as there’s more money in these sales.They included Rubber Boot Liner & Floor Matts & Tank of Petrol10% discount would have been fabulousTony","February 1, 2023"
elchiki,Yes I get right now between 10 % and 13 % in the course of the discussion,"February 1, 2023"
EDZ,"Agree with Tony above.You must fit in the catorgary of very, very lucky. But if your buying in Swizaland the starting price is around 30% dearer than UK list and less included. Also depends if it's MRP or dealer mark up price. If your being quoted 10% to 13% off MRP I would be grabbing that deal with both hands ASAP. Good luck.","February 2, 2023"
elchiki,"Really lucky ? Not at all ! do no forget that in Switzerland, the selling prices of these cars are 20 % higher than in Europe….so this is a normal slight adjustment 😂","February 2, 2023"
Tony Mac,That’s what you get for living in such a wonderful country with a low taxation economy 👍,"February 2, 2023"
EDZ,Then doing really simple man math's you would have to get at least 13% off to be any where near on par with UK prices as Swiss prices are more nearer 33% dearer.,"February 2, 2023"
edit,"You are tring to buy the Modena trim?Here in Romania the Modena starts at 72.900 euros plus 19% VAT, so 86.750 euros including VAT. I added some options and only got 3% as discount. As I said to them, I will not buy aat this level of discount.I can see in Switzerland the Modena trim starts at 97.250 CHF, so 98.360 Euros...but this is because the CHF is very strong this months. Normally it is 90% from the Euro","February 9, 2023"
EDZ,"Just had an update and apparently my Trefoe Primaserie is finally on it's way to the UK. Been a long time coming, and had seven delivery dates so far since September 2022 that have not been met. So will believe it 100% when it finally arrives at the dealers, which should be early next week. 🤞","February 15, 2023"
UKTrofeo,Great news!,"February 16, 2023"
TF007,Oh wow. That is great news! Believe me the wait will be worth it. A very great vehicle that will give you a lot of pleasure. Fingers crossed🤞🏻,"February 17, 2023"
vicster,Just got my Grecale Modena Primaserie on Feb 14 and received about 5% discount at my Canadian dealership with lots of extras.,"February 18, 2023"
EDZ,Welcome to the forum and congrats in getting your car.Always good and nice to see a few pics of the car when you get the opportunity to post.Enjot your new ride.,"February 19, 2023"
edit,I'm planning to pay the down payment next week also for a Modena.Did you got it from stock or it was your configuration?I'm curious about the waiting time,"February 19, 2023"
vicster,"I had it configured back in April last year. Delivery was supposed to be in October but I'm guessing they were still passing inspection to be approved for the road.My dealer had a few cancellations so buying from stock was possible. In fact, I ordered a white one and they were able to swap it for a black one configured the exact same way ✌","February 19, 2023"
edit,"Just payed today the deposit for a Grecale Modena nicely configured.The dealer said the estimated delivery time is 3 to 4 monthsbtw, in the contract I have a paragraph that is mentioning the price will be retroactive increased if the production cost will increase until my car will be delivered.Did you have something like this when ordering yours?","February 22, 2023"
Tony Mac,"Good choice editEarly January, when we started considering ordering a Grecale, the Dealer said it would be a 4 month wait and that they were expecting a Price rise in March. So taking delivery in April / May would be at the increased price.The Dealer had a Launch Event with New Stock Grecale's in the showroom - we bought a Modena and picked it up the following week","February 22, 2023"
