Name,Comment,Date
mjheathcote,"It's quite a bit more than £55k on the UK configurator, and you don't need to select many options for it to be well north of £60kWhat isn't though...","August 29, 2022"
Wattie,At last a Maserati with Modern Tech…..on the face of it.I’d be ditching the black piano trim as much as possible as it looks very “fingerprinty”. A sunglasses wipe is gonna see a lot of use otherwise.I like it more than I thought I would…….what’s it sound like?,"August 29, 2022"
Cyclone1,"Decent looking in the flesh, reasonably priced in todays market….","August 29, 2022"
Andyk,When the press photos came out I thought it looked great then saw it at Goodwood and it’s styling was pretty underwhelming Matt. It was by the new Alfa Toenail and that cut more of a dash for me which was a shame. I have seen one review so far and it was OK but they didn’t rave about it and said it wasn’t up there with the rivals which again is a shame. Suppose you should get out and have a drive in one and see what you think.,"August 30, 2022"
damnawivdaplan,do like the look of the genesis jeeps but again they are getting on a bit in terms of the pricing,"August 30, 2022"
P R,"There were a few kicking about at the factory in Modena.. I quite liked it. At that price it seems decent.Reviews being a bit ""meh"" arent anything new for some stonkingly good Italian cars so I dont take too much notice of them.Stelvio/Giulia platform (Giorgio) so should be good handing etc.","August 30, 2022"
MarkMas,Where did you get the £55k figure from? Are they discounting already?,"August 30, 2022"
Andyk,The issue is while you say reviews being a bit meh with anything new Maserati cannot really afford to have meh reviews on a car that has to sell well and make them money. A car like this has to be as good as the competition surely in the current climate as it has to succeed. The MC20 reviews have been excellent and it’s a car that has shown Maserati can fight with the big boys buts it a halo car. They know need to take that good press with that car and build on it and having average reviews will be the death of them with a car like this and this has to sell well for them. I so want them to succeed and make cars that turns the imagine around with Joe public as we need to start to see more bread and butter Maseratis on the road. We are still in a minority on this forum and others like it. We will see through some of the short comings because we love the marque but the majority will not and that has to change surely.,"August 30, 2022"
conaero,"I spec'd flat white with red leather and one option of red calliper at £400. It came out at £56k ish. Did it again just now and its come up at £64k.Then there is your GT price above and they are all different.Also in the USA, they are quoting $63k for the base model so by my man maths that should be £54k....you have to love the Italians.....c'mon, make a decision!","August 30, 2022"
Andyk,Try again Matt it may get lower you never know and as soon as it hits under 50k press the button….Bargain.,"August 30, 2022"
conaero,I might do that Andy,"August 30, 2022"
will-w,"The Trofeo ticks many boxes, but £95k starting figure is absolutely nuts.Especially considering the equivalent Macan GTS is nearly £30k cheaper at 68k.","August 30, 2022"
MarkMas,Might feel a bit odd not to have a gearbox selector stick - just some buttons.,"August 30, 2022"
Wattie,Similar to the MC Shift then in that respect.,"August 31, 2022"
Doohickey,Aston Martin did it for years in the DB9 etc. and a lot of electric cars have done away with a gear 'lever'. Doesn't mean to say it's a good thing though.,"August 31, 2022"
P R,And all modern Ferraris.. !,"August 31, 2022"
Oneball,Chrysler were doing it in the 1950s,"August 31, 2022"
CatmanV2,Jaaaag has a turny knob.C,"August 31, 2022"
conaero,"More price confliction, £56895 base:","August 31, 2022"
RichTaps,Meh. Its not for me.I'd rather have a 5 Series touring for 55k.,"August 31, 2022"
damnawivdaplan,wouldn't the trofeo be more in line with turbo s,"August 31, 2022"
bigbob,Anyone got the service intervals and prices yet?,"August 31, 2022"
will-w,No Turbo S for MY22 on; GTS is the top trim and power output.,"August 31, 2022"
damnawivdaplan,no probs wasn't aware stopped them,"August 31, 2022"
dickygrace,"They’ve been canny with options, basically the base car isn’t really too appealing and the wheel upgrade is £4k. This pushes buyers towards the Modena as that’s only £6k more and includes better wheels, a power hike and few options. Basically you’ve got to spend £65k to get one worth having. I think by early ‘23 2019 Levante Trofeos could well be around £70-75k and a better place to be for me anyway.","September 1, 2022"
bigbob,"Ah, the Porsche Macan business model.","September 1, 2022"
dickygrace,Nowhere near as bad. I’ve a Macan here with £26k in options.,"September 1, 2022"
Guy,"or even worse, the Ferrari bus model. 4 years ago the average new Ferrari had £75k options. I suspect it is more now.....","September 1, 2022"
Oneball,"I had a diesel 1 series that the first owner put £16k of options on, it was one of the early ones so probably only £20k list! Didn’t make any appreciable difference to the price at 5 years old either.","September 1, 2022"
P R,Maserati sales are currently 63% Levante.. they expect the Grecale to be 70% of total once launched (from factory tour),"September 1, 2022"
Andyk,"And that is peanuts Dicky compared to Ferrari, Lambo, McLaren etc….You can to get to over 50k easily but ticking lots of carbon boxes on these makes…Crazy.","September 1, 2022"
dickygrace,"It’s 55% of the list value of the car. In percentage terms that’s a lot. But yes, Ferraris etc often have six figure options lists; like you say, CF adds a fortune.","September 1, 2022"
zagatoes30,"We have the original purchase receipt for our 09 Range Rover, it had £28k of options on it","September 1, 2022"
Andyk,55% …. Bloody **** that does put it into perspective. At that price they could have upgraded to the next model up.,"September 1, 2022"
dickygrace,"Exactly, people spend stupid amounts on options when they could have a better engine. This Macan S Diesel was Turbo money, so was@outrun‘s car.","September 1, 2022"
Gazcw,Don't put yourself down. At least you are still mobile and able to turn without help.,"September 1, 2022"
CatmanV2,"It's an odd system, reallySame ZF box as the GT and Bentley but this really odd knob that rises out of the centre console. <shrug>C","September 1, 2022"
MAF260,8-speed or 6-speed in the Jag?,"September 1, 2022"
CatmanV2,6.  It's an old one. Like my Bentley wasC,"September 1, 2022"
outrun,"Yup, our car has around £30k of options taking it to around £75k new. Which is a bit mental but not at all uncommon.Sold it yesterday however, new daily driver incoming today.....watch this space....","September 2, 2022"
dickygrace,"Saw one in the flesh this week at HR Owen in Stockport. LHD, just a display vehicle but it had 4k on the clocks. Looked really well put together, paint was a stunning colour. Reckon you’re at £80k for a base model hybrid with a few options.","November 3, 2022"
bigbob,Whilst I like the look of it (and will not be buying one) most people will walk past it and not even consider it preferring a Macan or something from Merc or Audi. Good effort but will it bring meaningful volumes back? Doubt it.,"November 3, 2022"
safrane,Such a bland interior... why are cars like a coffin inside these days?,"November 3, 2022"
Ewan,Agreed. Maserati interiors used to be quite an event. But not so much anymore. (MC20 excluded.),"November 3, 2022"
Andyk,When I saw the press release of this I thought it looked great. Then I saw it at Goodwood in the flesh and found it rather underwhelming. The Alfa Toenail across the way looked better. Perhaps it was because it was parked next to lots of exotic machines.,"November 4, 2022"
dickygrace,"I think they’ll sell loads of them. It won’t be easy structuring finance packages after interest rate hikes though. The benchmark is the Macan which is superb but ubiquitous. Tonale is a bit underpowered and slow and is half the price, different market.","November 4, 2022"
Oneball,"I like that they’ve manage to avoid this huge slab of a front end that a lot of the new SUVs have, even the latest Range Rover is a gopping monstrosity from the front.","November 4, 2022"
Motorsport3,I find it too similar to a Macan both in terms of looks and price. In my eyes going for it is pure risk of faster depreciation.,"November 4, 2022"
conaero,"2 years old, 24k miles, £30k?That would make sense. I suspect £38k would be more actual area","November 4, 2022"
Felonious Crud,A quick search on AutoTrader for Grecales threw in this interesting curveball in the 'you might also like' section:Does anyone know of any forum members that might be drawn to such an under-stated car?,"November 4, 2022"
mjheathcote,"Finance will be a biggy for sure now on all cars.I should be rolling my M140i into something newer, I've kept it already a few years longer than planned. My car allowance has almost paid it off completely, so equity the value of the car, and its worth far more than expected at this stage when I bought it. The plan was for my car allowance to pay the depreciation, not actually buy it outright!But when you see interest rates rise, along with energy and food etc, the urge to change dwindles with the saved money not changing, being directed to living!","November 4, 2022"
Andyk,Do you think they will sell loads Dicky. I would imagine outside the UK maybe they will but I don’t see how they would in the UK as they never have before and can’t see how anything has changed with the public perception of this wonderful marque. it’s not as if they haven’t tried as the Ghibli was the a car that they wanted to break the market with. The dealer network is the same which isn’t great and they need to look at servicing/parts costs as well to drag customers out of their other cars. As long as I’m they sell enough to make more cars like the wonderful new GT and amazing MC20 then bring it on.,"November 4, 2022"
Andyk,Never mind the colour…The price blinded me more…PS I really don’t mind the colour.,"November 4, 2022"
MAF260,Needs a stripe,"November 4, 2022"
Motorsport3,Nice car in wrong colour. There is something of NY taxi in a yellow 5m long saloon.,"November 4, 2022"
dickygrace,"Down the line maybe but I’d say for a nice spec car 2 years after release at 24k miles, £59995. When they’ve been out 8 years then maybe nearer 50% depreciation in 2 years.","November 4, 2022"
Scaf,It’s an 8 speed in my 2020 XJ50,"November 4, 2022"
MaserMike,May as well buy one of these at a fraction of the cost…,"November 4, 2022"
CatmanV2,"Different platform, isn't it? Mine was 09 registered.8 speed in the Ghibli. No idea what gear it's in, most of the time.  Care less.In manual, it's a bit different. Roundabout approach in 2nd is 'interesting'C","November 4, 2022"
Scaf,"Yes a different platform.I do love the 8 speed box, previous XJ had the 6 speed, the stupid knob that rises slowlyis unnecessary and very annoying when you want to get moving quickly.","November 4, 2022"
Oneball,“the stupid knob that rises slowlyis unnecessary and very annoying when you want to get moving quickly.”,"November 4, 2022"
Gazcw,That's what I cannot get away from.,"November 4, 2022"
CatmanV2,"Yeah, there was a lot of stuff that seemed to be looking for an excuse to break. The rotating air vents. Looked great, but really why?The selector on the Ghibli was called out by Clarkson in his original review, I believe. And I get why. But after a while, it's no biggyC","November 4, 2022"
Felonious Crud,"Has Mrs Scaf got your login details, Sam..?","November 4, 2022"
Scaf,"When I was writing that, i just knew someone would  react, and I just knew it would be you","November 4, 2022"
Felonious Crud,"Why, thank you. Anyway, send my best to Sam.","November 4, 2022"
ScaldedCat,You need to run faster then.,"November 4, 2022"
Gazcw,Right. Where's the mods.......? I am being called fat and slow here.....oh wait it is a mod. BENNY!!  I AM BEING BULLIED BY THE ESTABLISHMENT.,"November 4, 2022"
ScaldedCat,Quick ...someone pass the smelling salts Gaz is overwrought!,"November 4, 2022"
Andyk,Now this looks much better value than the Ghibli. QP Trofeo that looks better and is 15k cheaper than the Ghibli and looks for more car for the money. 128k base price so probably more like 135k plus.....2022 car with a 35k saving on new before you start negotiating.https://www.sytner.co.uk/vehicle-details/e5c4a706-0bce-4c36-83e2-6fce6960eddd,"November 5, 2022"
Chrisb2015,Lovely but you would need to negotiate very very hard and even then you will likely take a bath on it.  Lovely looking thing though,"November 5, 2022"
Andyk,"Yep, no doubt about that. The Ghibli a bath and a shower probably.","November 5, 2022"
damnawivdaplan,it is lovely looking thing shame the newer stuff engine are more neutered with the sound.,"November 5, 2022"
keith,Incorrect im afraid... All Jaguars from 2009 with the new XF and new gen XJ used the ZF 8 Speed box.,"November 5, 2022"
Scaf,"I am no expert so happy to be proved wrong, but #3 XJ 350 models I had did not have the 8 speed and I am certain the first 2010 XJ 351 model I had did not have it either (link below seems to confirm) my 2016 & 2019 one definitely did / have got it.I can’t recall about the 2013 one.Fact remains -the 8 speed is an amazing auto box2010 Jaguar XJ Series | Specifications - Car Specs | Auto123Detailed car specs: 2010 Jaguar XJ Series. Find specifications for every 2010 Jaguar XJ Series: gas mileage, engine, performance, warranty, equipment and more.www.auto123.comlooks like the change from 6 to 8 was 2012/2013Jaguar Swaps V8 For Super V6 In XF And XJ, 8-Speed Auto For AllJaguar may be focused on its upcoming F-Type roadster, but the brand's large XF sedan and XJ limo are hardly going unloved.   This week, both have picked up new engines, and all transmissions have been upgraded to ZF's eight-speed automatic uwww.drive.com.au","November 5, 2022"
philw696,I've had a 2010 XF 3.0 D for 4 years now with the 6 speed ZF and can't fault it.,"November 5, 2022"
keith,"I am always the first to admit when I’m wrong, and in this case.I AM WRONG! Apologies, I am getting muddled between the 2010 3.0D S Portfolio I owned from new for five years, and the subsequent Ghibli Diesel which had the 8 speed.","November 5, 2022"
Firefox,"That is ugly, awful car","November 5, 2022"
Gazcw,"How many gears you got now Keith, Forward and Backward?","November 6, 2022"
keith,"I'm guessing just a forward and reverse switch!That said in getting on for four months I'm not missing gears, and I am enjoying the Rolls Royce like refinement in ride and quietness. It makes a change to come across a manufacturer who makes an unashamed luxury car. Also I don't miss spending in excess of £100 filling up, and enjoy driving into central London without paying Congestion Charge (until 2025 that is), and only paying a little over a Quid to park at a meter for its duration!I know it's heresy on here to say but EV really is the way to go!!","November 6, 2022"
safrane,UK PricesMaserati confirms UK Grecale pricing | PistonHeads UKSo for the base model that's c£1k a month to rent for 3 years,"December 16, 2022"
bigbob,I remember when houses were that cheap.,"December 16, 2022"
CatmanV2,Our houseisthat cheap.  Well sort ofC,"December 16, 2022"
mjheathcote,They are all crazy prices and crazy rent prices with the increase in interest rates.,"December 16, 2022"
safrane,"Indeed... no wonder people are moaning about the cost of living when they rent so much stuff, just to have the new thing.","December 17, 2022"
Ewan,"Good to see that the APR Maserati is charging is less than that from Porsche. So in real terms, even though the list price of the Grecale is slightly more than its equivalent Mecan, the monthly payments (as appropriate for the vast majority of buyers) will be less.","December 17, 2022"
safrane,Do either deals cover maintenance and is the miles the same... always make me chuckle when the 'low price deal' is <6k miles per year!,"December 17, 2022"
mjheathcote,"Maybe they fiddle with the future value too.I've always had a 'thing' over the BMW i8, and flirt from time to time on the BMW used car web site.Noticed the other day you can't buy a used one from BMW with a finance rate less than 13%. but the payments where affordable. The future value was so high that over the term you where paying for so much credit, and not for the car itself.","December 17, 2022"
Oneball,"I know, who’d be daft enough to keep a car that does so few miles.","December 17, 2022"
mowlas,"Hi praise for the Grecale and must say, looks good in black.","January 21, 2023"
MarkMas,"There's a review of the Grecale in The Telegraph this weekend.   No great insights but a reasonable summary.Maserati Grecale review: failure is not an option for this new hybrid family SUVThe marque's entry to a competitive market is tasked with adding dependability to desirability while still delivering on pace and handlingwww.telegraph.co.ukThe link has a paywall, and I'm not a subscriber (of course), but The Telegraph has pathetic tech, so the full text is below.Maserati Grecale review: failure is not an option for this new hybrid family SUVThe marque's entry to a competitive market is tasked with adding dependability to desirability while still delivering on pace and handlingBy Andrew English 27 May 2023Tradition dictates that the debut of any new Maserati is like the promises of an unfaithful lover: this time it will be different, this time they will be good and trustworthy. They will start every morning and won’t break down, they promise, with apparent sincerity. Yet with this renowned old Italian marque, experience has shown that reality proves less than the sum of these promises.I well remember a Maserati launch during which I heard a terrible thump, which was the driver’s-side window breaking loose and falling into the door bottom. Then it rained heavily.But since January 2021, when Maserati – along with the basket of goods that was Fiat Chrysler Automobiles – became part of the Stellantis Group, promises have to be kept. Or else the mega-group’s boss of bosses, Carlos Tavares, will ease out the recalcitrant division manager, in this case Davide Grasso, on the toe of his boot; believe me, failure is not an option.So, suddenly, in its 109th year, Alfieri Maserati’s firm, founded in Bologna but now headquartered down the road in Modena, has to make reliable cars as well as beautiful ones.The marque’s famed trident badge, devised by Alfieri’s younger brother Mario after seeing the fontana di Nettuno (Neptune’s fountain) in the centre of the family’s home town of Bologna, will now stand not only for style, charismatic engines and fantastic performance, but also dependability.What’s more, Maserati’s finances, so often convoluted and deeply unprofitable, are to be put on a sound footing. To that end, Maserati is following the market to deliver this, the Grecale, a smaller, family-sized and more affordable SUV, which follows in the footsteps of the Levante large SUV of a few years ago.Can it be true? The renowned Italian purveyor of sports cars and gran turismos producing a family SUV to do battle with countless bland Volkswagen ID.4s, Volvo XC40s, BMW X4s, Jaguar F-Paces, Audi Q4s and, of course, the Porsche Macan. Really?There are four versions, all arriving this year, starting with the £61,570 GT, which has a 296bhp/332lb ft 2.0-litre turbo engine with a belt-driven starter/generator mild hybrid system and an electric turbocharger to mitigate the lag before the turbo spins at its most efficient. It is capable of 149mph and 0-62mph in 5.6sec, with economy of 32.5mpg and CO2 emissions of 198g/km.The £67,180 Modena tested here has a bit more power at 325bhp, the same 332lb ft of torque and top speed, but will accelerate to 62mph in 5.3sec, while delivering 32mpg and 199g/km.The top model is the Trofeo, at the distinctly top price of £99,700. It has a 3.0-litre, twin-turbo V6 engine developing 523bhp/457lb ft. It’s capable of 177mph, with 0-62mph in 3.8sec, 16.2mpg and emitting 254g/km.A battery electric model called the Folgore (Italian for thunderbolt) will arrive later in the year.All models are four-wheel drive with a ZF eight-speed torque converter automatic gearbox. The top Trofeo has air springs, active dampers and an electronic limited-slip differential; the others have conventional steel springs, passive dampers and a mechanical limited-slip differential, which can all be upgraded to Trofeo spec. The upgrade to air suspension costs £1,400.The options list is quite a scary place, actually, with 21-inch wheels at £1,585, carbon-fibre twill trim at £2,030, a driver assistant pack of adaptive cruise, active lane management, blind-spot monitoring and LED matrix headlights at £2,535 and a Sonus Faber premium 21-speaker sound system at £2,200.That’s just for starters. The £67,180 Modena tested here ended up at £84,775 when all the extras were included. The Grecale is built at the Alfa Romeo factory in Cassino, Italy, alongside Alfa’s Stelvio SUV, with which it shares its platform (also used in the Alfa Giulia saloon and Jeep Grand Cherokee SUV).Family SUVs such as the Grecale tend to have generic styling, because that’s what the market likes and no one dares to go against the grain. While the vibe is very much that of the Porsche Macan, the Grecale’s front is lifted by a large, toothy grille with a prominent trident badge. A trademark trio of vents in the wings pull the eye along the body curves and the pronounced haunches over the rear wheels look purposeful.The front seats are generous, with good lumbar support for your lower back, but quite pinchy side cushions that squash your kidneys after a long time at the wheel. Electronic seat adjustment allows a good driving position, but the seat feels too high and taller drivers might find themselves wishing its base were a couple of inches lower.The digital facia consists of two screens: the instrument binnacle, which is clear and concise, and a centre touchscreen, which is relatively simple to navigate, with the gear selection buttons underneath. Buttons operate electronic latches to open and shut the doors, which would have been a brave move in the old days of Maserati, and there’s the panoply of modern electronic connectiveness, including a WiFi hotspot, an Alexa virtual assistant and a telephone app that will continue to give you last-mile directions from the satnav after you’ve parked up.There’s also the traditional Maserati clock at the top centre of the dashboard, now in a switchable-face digital style; such a pity it looks and feels pretty cheap. On the other hand, the trim and fabric choices seem well matched, pleasant to touch and more luxurious than the upmarket herd.The rear seats are comfortable and plush, with just enough leg room for one 6ft adult sitting behind another. Head room is reasonably generous, too, and three adults fit in the back easily.The four-cylinder engine sounds flat and unresponsive initially. You need to boot the accelerator pedal, but then it spins up into the strong mid-range, with the electric turbo giving an alacrity to its responses. It sounds good at high revs, but the urge tails off rapidly and there’s not much point in searching for the red line.","May 28, 2023"
MarkMas,"The ZF eight-speed is a lovely gearbox, slurring changes when needed, kicking down fast when full power is required and responding quickly to the steering-wheel paddles. The Sport setting leaves it in a higher gear than you’d normally choose, but it’s ready for the call.Will you notice the extra 30bhp of the Modena version? Probably not, but most folk will take it because more is more and the higher power doesn’t punish you too much at the pumps.The Trofeo is the diva of the range –expensive, the V6 lovely to listen to, technically accomplished … and quite nice to hand back before you face the bills. And while it’s something of a dragster, when it comes to a corner, particularly a bumpy one, it reveals every single one of its extra 187kg over the weight of the Modena.Like all of these high-riding SUVs, the Grecale has to satisfy the need to ride gently while giving the impression of cornering like a sports car, and the result of this moderation is seldom completely satisfactory.With all-round independent suspension, Maserati has achieved a good compromise for the air-suspended cars, but a brilliant compromise for the standard steel suspension, which rides well, steers with precision and corners with lean but not sloppiness.The standard chassis feels well balanced and surprisingly comfortable compared with Porsche’s Macan. This new Maserati, entering one of the most heavily competitive classes of car, feels like one of those left-field choices that turns out to be a surprisingly sound one.You’ll have your own views on whether Maserati should be providing well-heeled families with SUVs such as this, but then you’d probably have to have the same opinion on Porsche and its equivalent as well.As it stands, the Grecale is good-looking, with a fine combination (for the class) of ride and handling, while the overall dynamics are impressive. But this is an expensive car – prohibitively so if you dig deep into the options list – and you can have a desirable Porsche Macan with a V6 engine for less whether you buy it outright or take a PCP finance deal.What’s more, as with any car, Maserati’s claims of great residual values (RV) are hot air until you sell your Grecale or realise the final value settlement after a three-year lease. It’s still a risk, but unlike in the past, the Grecale is slightly less of an affair of the heart and more one of the head.The factsBody style: Five-door family SUVOn sale: Summer 2023 (Folgore battery-electric version follows later this year)How much? range £61,570 to £99,700 (£67,180 as tested)How fast? 149mph, 0-62mph in 5.3secHow economical? 30.7mpg to 32.5mpg (WLTP combined), 28.5mpg on testEngine and gearbox: 1,995cc, four-cylinder turbo petrol with 48-volt mild hybrid system, eight-speed automatic gearbox, four-wheel drivepower/torque 325bhp @ 5,750rpm/332lb ft @ 2,000-5,000rpmCO2 emissions: 199-210g/km WLTPVED: £1,565 first year, £570 next five years, then £180Warranty: 3 years/unlimited mileageThe rivalsRange Rover Velar S P250from £53,735Appears much larger than the Grecale, although it’s actually only 4,797mm long. Prices get pretty eye-watering as you go up the range and deeper into the options list, but this sleek and refined 4x4 is best enjoyed in this modest 2.0-litre, 248bhp turbo petrol form. It has a top speed of 135mph, with 0-62mph in 7.1sec, 30.1mpg and 214g/km of CO2.Porsche Macan Sfrom £59,800This rival from Stuttgart costs from £53,400, but the £60,000 S model is a fairer comparison. It punches out 375bhp which delivers a 161mph top speed, with 0-62mph in 4.8sec and a best economy of 25.4mpg, with 251g/km CO2 emissions. The interior exudes typical Porsche craftsmanship and solidity. Great handling, although the ride can be firm.","May 28, 2023"
